name;category;protein;vegetables;starches;dairy_products;sauce;price;nutri_score;id
Salade poulet César ;Salades;Poulet;Laitue | Tomates cerises;Croûtons;Parmesan;Vinaigrette;4.99 €;B;1
Salade italian style;Salades;Poulet;Laitue | Tomates cerises | Concombre | Olives;Non;Parmesan;Sauce pesto;4.99 €;B;2
Salade jambon & fromage;Salades;Jambon | Oeufs;Laitue | Concombre | Raisins secs;Croûtons;Gouda;Vinaigrette;4.99 €;B;3
Salade thaïlandaise;Salades;Crevettes;Laitue | Radis | Carottes | Haricots verts | Concombre;Nouilles;Non;Vinaigrette orientale;4.99 €;A;4
Salade au thon;Salades;Thon | Oeufs;Laitue | Tomates cerises | Haricots verts | Oignons;Pommes de terre;Non;Vinaigrette;4.99 €;A;5
Salade au poulet;Salades;Poulet;Laitue | Poivrons | Carottes | Radis | Chou;Pâtes;Non;Vinaigrette;4.99 €;A;6
Salade libanaise;Salades;Falafels;Épinards | Carottes | Poivrons | Oignons | Roquette;Couscous;Non;Vinaigrette orientale;4.99 €;A;7
Salade de pâtes au thon;Salades;Thon | Oeufs;Tomates cerises | Oignons | Olives;Pâtes;Non;Vinaigrette;4.99 €;A;8
Salade de chou blanc et pommes;Salades;Non;Chou | Pommes | Oignons | Noix;Non;Non;Vinaigrette;4.99 €;A;9
Salade de brocoli & chou-fleur;Salades;Non;Brocoli | Chou-fleur | Chou | Radis | Concombre | Oignons;Non;Non;Vinaigrette;4.99 €;A;10
Salade de chou blanc et poireaux;Salades;Non;Chou | Carottes | Poireaux | Oignons;Non;Non;Vinaigrette;4.99 €;A;11
Salade composée au bacon;Salades;Bacon | Oeufs;Laitue | Tomates cerises | Oignons;Croûtons;Non;Vinaigrette;4.99 €;B;12
Salade composée au saumon;Salades;Saumon;Laitue | Tomates cerises | Concombre | Edamame | Oignons;Pâtes;Non;Vinaigrette;4.99 €;A;13
Salade de poulet au curry;Salades;Poulet;Laitue | Tomates cerises | Carottes | Pois chiches | Raisins secs | Poivrons | Olives;Couscous;Non;Sauce au curry;4.99 €;B;14
Salade mexicaine;Salades;Poulet;Laitue | Haricots rouges | Avocat | Épinards | Tomates | Poivrons;Nachos;Non;Vinaigrette;4.99 €;A;15
Salade de pâtes au poulet et bacon;Salades;Poulet | Bacon;Tomates | Oignons | Épinards | Basilic;Pâtes;Non;Vinaigrette;4.99 €;A;16
Salade de betteraves rouges et pommes;Salades;Non;Betteraves rouges | Pommes | Oignons;Non;Non;Vinaigrette;4.99 €;A;17
Salade de chou blanc et carottes (Coleslaw);Salades;Non;Chou | Carottes | Oignons;Non;Non;Vinaigrette;4.99 €;A;18
Salade de pommes de terre;Salades;Non;Oignons;Pommes de terre;Non;Mayonnaise;4.99 €;C;19
Salade de concombre;Salades;Non;Concombre | Oignons;Non;Non;Sauce yaourt;4.99 €;B;20
Salade de pêches au thon;Salades;Thon | Oeufs;Laitue |  Maïs | Tomates cerises | Pêches;Pommes de terre;Non;Mayonnaise;4.99 €;B;21
Salade de poulet, pommes et curry;Salades;Poulet;Laitue | Concombre | Haricots verts | Pommes | Amandes;Riz;Non;Sauce au curry;4.99 €;A;22
Salade composée aux scampis;Salades;Scampis;Laitue | Poivrons | Concombre | Oignons | Carottes | Radis | Chou;Pâtes;Non;Vinaigrette;4.99 €;A;23
Salade de pâtes au jambon;Salades;Jambon;Tomates | Maïs;Pâtes;Non;Mayonnaise;4.99 €;B;24
Salade de poulet et bacon;Salades;Poulet | Bacon;Laitue | Tomates;Croûtons;Non;Vinaigrette;4.99 €;B;25
Salade tomates et mozzarella;Salades;Non;Laitue | Tomates | Poivrons | Olives;Pâtes;Mozzarella;Vinaigrette;4.99 €;C;26
Salade composée au fromage de chèvre;Salades;Non;Laitue | Betteraves rouges | Chou | Noix | Raisins secs;Pâtes;Fromage de chèvre;Vinaigrette;4.99 €;C;27
Salade de pâtes au poulet;Salades;Poulet;Poivrons | Carottes | Roquette;Pâtes;Non;Vinaigrette;4.99 €;A;28
Salade de poulet et thon;Salades;Poulet | Thon;Tomates séchées | Roquette;Pâtes;Non;Mayonnaise;4.99 €;C;29
Salade verte de pâtes aux épinards et edamame;Salades;Poulet;Edamame | Épinards;Pâtes;Non;Vinaigrette;4.99 €;B;30
Salade de nouilles au poulet;Salades;Poulet;Poivrons | Carottes | Petits pois | Haricots verts;Nouilles;Non;Sauce aigre-douce;4.99 €;B;31
Salade composée au poulet et oeufs;Salades;Poulet | Oeufs | Bacon;Laitue;Croûtons;Non;Vinaigrette;4.99 €;B;32
Salade de taboulé au poulet;Salades;Poulet;Tomates | Concombre | Poivrons | Oignons | cacahuètes | Edamame;Couscous;Non;Vinaigrette;4.99 €;B;33
Salade grecque;Salades;Non;Laitue | Tomates cerises | Tomates séchées | Poivrons | Olives | Oignons;Pâtes;Feta;Vinaigrette;4.99 €;B;34
Salade de légumes rôtis;Salades;Non;Laitue | Tomates cerises | Poivrons | Oignons | Courgettes | Aubergines;Pâtes;Mozzarella;Vinaigrette;4.99;B;35
Pizza BBQ Burger & Bacon;Pizzas et quiches;Viande hachée | Bacon;Oignons;Pâte à pizza;Mozzarella | Cheddar;Sauce barbecue;4.99 €;D;36
Pizza poulet & bacon;Pizzas et quiches;Poulet | Bacon;Tomates;Pâte à pizza;Mozzarella | Crème;Sauce au cheddar;4.99 €;C;37
Pizza Burger ;Pizzas et quiches;Viande hachée;Tomates | Oignons | Cornichons;Pâte à pizza;Mozzarella;Sauce tomate | Sauce hamburger;4.99 €;C;38
Pizza pepperoni;Pizzas et quiches;Pepperoni;Oignons | Poivrons | Piments;Pâte à pizza;Mozzarella;Sauce tomate;4.99 €;C;39
Pizza raclette authentique;Pizzas et quiches;Bacon;Oignons;Pâte à pizza  | Pommes de terre;Mozzarella | Crème | Fromage à raclette;Non;4.99 €;D;40
Méga pizza cannibale;Pizzas et quiches;Poulet | Pepperoni | Viande hachée;Non;Pâte à pizza;Mozzarella;Sauce barbecue;4.99 €;D;41
Pizza cannibale harissa;Pizzas et quiches;Poulet | Viande hachée;Non;Pâte à pizza;Mozzarella;Sauce harissa;4.99 €;D;42
Pizza cannibale croustillante;Pizzas et quiches;Poulet | Viande hachée;Oignons frits;Pâte à pizza;Mozzarella;Sauce barbecue;4.99 €;D;43
Pizza 4 fromages;Pizzas et quiches;Non;Non;Pâte à pizza;Mozzarella | Fromage emmental | Gouda | Fromage à raclette;Sauce au cheddar;4.99 €;D;44
Pizza fromage de chèvre et miel;Pizzas et quiches;Non;Non;Pâte à pizza;Fromage de chèvre | Mozzarella | Crème;Miel;4.99 €;D;45
Pizza bacon, fromage de chèvre et miel;Pizzas et quiches;Bacon;Non;Pâte à pizza;Fromage de chèvre | Mozzarella | Crème;Miel;4.99 €;D;46
Pizza savoyarde;Pizzas et quiches;Bacon;Non;Pâte à pizza  | Pommes de terre;Fromage à raclette | Mozzarella | Fromage emmental | Crème;Non;4.99 €;D;47
Pizza Bacon Groovy ;Pizzas et quiches;Bacon | Poulet;Oignons;Pâte à pizza;Mozzarella | Crème;Sauce barbecue;4.99 €;D;48
Pizza original pepperoni;Pizzas et quiches;Pepperoni;Non;Pâte à pizza;Mozzarella;Sauce tomate;4.99 €;D;49
Pizza poulet barbecue;Pizzas et quiches;Poulet;Oignons frits | Poivrons;Pâte à pizza;Mozzarella;Sauce barbecue;4.99 €;D;50
Pizza barbecue lovers;Pizzas et quiches;Poulet | Pepperoni | Bacon;Non;Pâte à pizza;Mozzarella;Sauce barbecue;4.99 €;D;51
Pizza Océane ;Pizzas et quiches;Thon;Oignons | Olives;Pâte à pizza;Mozzarella;Sauce tomate;4.99 €;D;52
Pizza orientale;Pizzas et quiches;Pepperoni;Oignons | Poivrons;Pâte à pizza;Mozzarella;Sauce tomate;4.99 €;C;53
Pizza sublime au curry;Pizzas et quiches;Poulet;Oignons | Poivrons;Pâte à pizza;Mozzarella | Crème;Sauce au curry;4.99 €;C;54
Pizza hawaïenne;Pizzas et quiches;Poulet;Ananas;Pâte à pizza;Mozzarella;Sauce tomate;4.99 €;C;55
Pizza Queen ;Pizzas et quiches;Jambon;Champignons;Pâte à pizza;Mozzarella;Sauce tomate;4.99 €;C;56
Pizza Margherita;Pizzas et quiches;Non;Non;Pâte à pizza;Mozzarella;Sauce tomate;4.99 €;D;57
Pizza indienne;Pizzas et quiches;Poulet;Champignons | Oignons;Pâte à pizza;Mozzarella | Crème | Fromage emmental;Non;4.99 €;C;58
Pizza au jambon classique;Pizzas et quiches;Jambon;Non;Pâte à pizza;Mozzarella;Sauce tomate;4.99 €;D;59
Pizza forestière;Pizzas et quiches;Jambon | Bacon;Champignons | Oignons;Pâte à pizza;Mozzarella | Crème;Non;4.99 €;D;60
Pizza spéciale aux champignons ;Pizzas et quiches;Non;Champignons;Pâte à pizza;Mozzarella;Sauce tomate;4.99 €;C;61
Pizza peppina;Pizzas et quiches;Non;Champignons | Oignons | Poivrons | Olives | Tomates;Pâte à pizza;Mozzarella;Sauce tomate;4.99 €;C;62
Super Veggie Pizza;Pizzas et quiches;Non;Champignons | Oignons | Poivrons | Tomates;Pâte à pizza;Mozzarella | Fromage de chèvre;Sauce tomate;4.99 €;C;63
Pizza bolognaise;Pizzas et quiches;Viande hachée;Non;Pâte à pizza;Fromage emmental;Sauce tomate;4.99 €;C;64
Pizza mozzarella & pesto;Pizzas et quiches;Non;Tomates cerises;Pâte à pizza;Mozzarella;Sauce tomate | Sauce pesto;4.99 €;B;65
Pizza aux épinards;Pizzas et quiches;Non;Épinards | Oignons;Pâte à pizza;Mozzarella;Sauce tomate;4.99 €;B;66
Quiche au bacon;Pizzas et quiches;Bacon | Oeufs;Oignons;Pâte brisée;Fromage emmental | Crème;Non;4.99 €;D;67
Quiche saumon et brocoli;Pizzas et quiches;Saumon | Oeufs;Brocoli;Pâte brisée;Fromage emmental | Crème;Non;4.99 €;D;68
Quiche poireau et jambon;Pizzas et quiches;Jambon | Oeufs;Poireaux | Oignons;Pâte brisée;Fromage emmental | Crème;Non;4.99 €;D;69
Quiche fromage de chèvre et épinards;Pizzas et quiches;Oeufs;Épinards | Oignons;Pâte brisée;Fromage de chèvre | Crème;Non;4.99 €;D;70
Quiche tomate et mozzarella;Pizzas et quiches;Oeufs;Tomates;Pâte brisée;Mozzarella | Crème;Non;4.99 €;D;71
Quiche saumon et épinards;Pizzas et quiches;Saumon | Oeufs;Épinards;Pâte brisée;Fromage emmental | Crème;Non;4.99 €;D;72
Quiche aux légumes du soleil et fromage de chèvre;Pizzas et quiches;Oeufs;Tomates cerises | Courgettes | Poivrons;Pâte brisée;Fromage de chèvre | Crème;Non;4.99 €;D;73
Quiche aux champignons;Pizzas et quiches;Oeufs;Champignons;Pâte brisée;Fromage emmental | Crème;Non;4.99 €;D;74
Focaccia poivrons olives;Pizzas et quiches;Non;Poivrons | Olives;Pâte à pizza;Mozzarella;Huile d'olive;4.99 €;C;75
Focaccia tomates cerises et basilic;Pizzas et quiches;Non;Tomates cerises | Basilic;Pâte à pizza;Mozzarella;Huile d'olive;4.99 €;C;76
Calzone barbecue;Pizzas et quiches;Viande hachée | Pepperoni;Non;Pâte à pizza;Mozzarella;Sauce barbecue;4.99 €;D;77
Calzone spicy (piquante);Pizzas et quiches;Poulet | Pepperoni;Non;Pâte à pizza;Mozzarella;Sauce harissa;4.99 €;D;78
Calzone poulet curry ;Pizzas et quiches;Poulet;Non;Pâte à pizza;Mozzarella;Sauce au curry;4.99 €;D;79
Calzone burger;Pizzas et quiches;Viande hachée;Non;Pâte à pizza;Mozzarella;Sauce hamburger;4.99 €;D;80
Calzone poulet et cheddar;Pizzas et quiches;Poulet;Non;Pâte à pizza;Mozzarella | Cheddar;Sauce au cheddar;4.99 €;D;81
Calzone fromage de chèvre et miel;Pizzas et quiches;Non;Non;Pâte à pizza;Fromage de chèvre | Mozzarella;Miel;4.99 €;D;82
Calzone jambon et fromage;Pizzas et quiches;Jambon;Non;Pâte à pizza;Mozzarella | Fromage emmental;Non;4.99 €;D;83
Soupe aux tomates et basilic;Soupes;Non;Tomates | Oignons | Carottes | Basilic;Non;Crème;Non;4.99 €;B;84
Soupe aux tomates et mascarpone;Soupes;Non;Tomates | Oignons | Poireaux;Pommes de terre;Mascarpone;Non;4.99 €;B;85
Soupe aux tomates et boulettes de viande;Soupes;Boulettes de viande;Tomates | Carottes | Oignons;Non;Lait;Non;4.99 €;B;86
Soupe au poulet;Soupes;Poulet;Céleri | Carottes | Poireaux | Oignons;Pâtes;Non;Bouillon de légumes;4.99 €;A;87
Soupe  thaïlandaise au curry;Soupes;Non;Tomates cerises | Oignons | Poireaux | Carottes | Céleri;Non;Crème | Lait de coco;Sauce au curry;4.99 €;B;88
Soupe aux carottes;Soupes;Non;Carottes | Oignons | Poireaux;Pommes de terre;Lait;Bouillon de légumes;4.99 €;A;89
Soupe au cerfeuil;Soupes;Non;Cerfeuil | Oignons | Poireaux | Brocoli | Céleri;Pommes de terre;Non;Non;4.99 €;A;90
Gaspacho vert;Soupes;Non;Concombre | Courgettes | Petits pois | Oignons | Poivrons;Non;Lait;Huile d'olive;4.99 €;B;91
Gaspacho à la tomate;Soupes;Non;Tomates | Poivrons | Concombre | Oignons;Non;Non;Huile d'olive;4.99 €;A;92
Soupe de patates douces et poivrons;Soupes;Non;Poivrons | Carottes | Oignons;Patates douces;Crème;Bouillon de légumes;4.99 €;B;93
Soupe butternut;Soupes;Non;Butternut | Carottes | Oignons;Non;Non;Non;4.99 €;A;94
Soupe aux asperges;Soupes;Non;Asperges;Non;Lait;Bouillon de légumes;4.99 €;B;95
Soupe aux légumes verts;Soupes;Non;Courgettes | Céleri | Oignons | Poireaux | Petits pois | Épinards;Non;Crème;Bouillon de légumes;4.99 €;B;96
Minestrone;Soupes;Non;Tomates | Oignons | Céleri-rave | Carottes | Petits pois | Haricots verts | Poivrons;Pâtes;Non;Bouillon de légumes;4.99 €;B;97
Gaspacho aux poivrons;Soupes;Non;Tomates cerises | Poivrons | Oignons | Pastèque;Non;Non;Huile d'olive;4.99 €;B;98
Soupe de poisson;Soupes;Cabillaud;Tomates | Carottes | Oignons;Non;Crème;Huile d'olive;4.99 €;C;99
Soupe marocaine;Soupes;Non;Tomates | Carottes | Céleri | Oignons | Pois chiches;Non;Non;Bouillon de légumes;4.99 €;A;100
Soupe chinoise;Soupes;Poulet | Oeufs;Tomates | Champignons;Nouilles;Crème;Bouillon de légumes;4.99 €;C;101
Soupe thaïlandaise;Soupes;Poulet;Poivrons | Oignons | Poireaux | Champignons;Non;Crème | Lait de coco;Bouillon de légumes;4.99 €;C;102
Soupe espagnole;Soupes;Non;Tomates | Poivrons | Haricots rouges;Non;Crème | Lait de coco;Bouillon de légumes;4.99 €;C;103
Soupe bacon et pois;Soupes;Bacon;Petits pois | Oignons | Poireaux;Non;Non;Non;4.99 €;B;104
Soupe de tomates à la crème et boulettes de viande;Soupes;Boulettes de viande;Tomates | Carottes | Céleri-rave | Oignons | Poireaux;Non;Crème;Non;4.99 €;C;105
Soupe de tomates et autres légumes avec boulettes de viande;Soupes;Boulettes de viande;Tomates | Carottes | Poireaux | Céleri | Oignons | Poivrons | Petits pois | Panais;Non;Non;Non;4.99 €;C;106
Soupe aux légumes et boulettes de viande;Soupes;Boulettes de viande;Panais | Céleri-rave | Butternut | Petits pois | Oignons | Poireaux;Pommes de terre;Crème;Non;4.99 €;C;107
Soupe de tomates et mozzarella;Soupes;Non;Tomates | Oignons;Non;Mozzarella | Crème;Non;4.99 €;C;108
Soupe à l'oignon;Soupes;Non;Oignons;Pommes de terre;Lait;Non;4.99 €;B;109
Soupe aux brocolis;Soupes;Non;Brocoli | Oignons | Courgettes;Non;Crème;Non;4.99 €;B;110
Soupe de poireaux;Soupes;Non;Poireaux | Oignons;Pommes de terre;Non;Non;4.99 €;B;111
Soupe aux endives;Soupes;Non;Endives;Pommes de terre;Non;Huile d'olive;4.99 €;B;112
Soupe de butternut, carottes et poivre;Soupes;Non;Butternut | Carottes | Poivrons | Céleri;Pommes de terre;Non;Non;4.99 €;B;113
Soupe d'oignons et poireaux;Soupes;Non;Oignons | Poireaux;Pommes de terre;Non;Non;4.99 €;B;114
Soupe de carottes, butternut et boulettes de viande;Soupes;Boulettes de viande;Tomates | Carottes | Oignons | Butternut;Pommes de terre;Crème;Non;4.99 €;B;115
Soupe aux 8 légumes;Soupes;Non;Tomates | Carottes | Oignons | Butternut | Poireaux | Céleri-rave | Petits pois | Panais;Pommes de terre;Non;Non;4.99 €;B;116
Soupe crémeuse à la courgette;Soupes;Non;Courgettes | Oignons | Épinards;Pommes de terre;Crème;Non;4.99 €;B;117
Soupe aux pois, brocolis et courgettes;Soupes;Non;Petits pois | Brocoli | Courgettes | Oignons;Non;Crème;Non;4.99 €;A;118
Soupe aux légumes au soleil;Soupes;Non;Tomates | Poivrons | Carottes | Courgettes | Aubergines | Oignons | Haricots verts;Pommes de terre;Crème;Non;4.99 €;B;119
Soupe crémeuse aux champignons;Soupes;Non;Champignons;Non;Crème;Non;4.99 €;C;120
Soupe crémeuses aux épinards ;Soupes;Non;Épinards;Pommes de terre;Crème;Non;4.99 €;C;121
Soupe crémeuse de chou-fleur;Soupes;Non;Chou-fleur | Oignons;Non;Crème;Non;4.99 €;B;122
Taboulé à la feta;Plats préparés;Non;Tomates séchées | Oignons | Amandes;Couscous;Feta;Vinaigrette orientale;4.99 €;B;123
Pâtes au pesto;Plats préparés;Non;Tomates cerises | Tomates séchées | Basilic | Roquette | Épinards;Pâtes;Non;Sauce pesto;4.99 €;B;124
Pâtes à la feta;Plats préparés;Non;Tomates séchées | Olives | Roquette | Amandes | Basilic;Pâtes;Feta;Huile d'olive;4.99 €;B;125
Pâtes au saumon et pesto ;Plats préparés;Saumon;Tomates séchées | Épinards | Roquette | Basilic;Pâtes;Non;Sauce pesto;4.99 €;A;126
Poke Bowl au saumon ;Plats préparés;Saumon;Carottes | Poivrons | Roquette | Mangue | Noix | Edamame;Riz;Non;Vinaigrette;4.99 €;B;127
Poke Bowl au poulet ;Plats préparés;Poulet;Carottes | Poivrons | Radis | Edamame | Mangue;Riz;Non;Vinaigrette;4.99 €;A;128
Pâtes au thon sauce cocktail;Plats préparés;Thon | Oeufs;Tomates | Oignons | Épinards | Basilic;Pâtes;Non;Sauce cocktail;4.99 €;A;129
Pâtes de poulet;Plats préparés;Poulet;Carottes | Poivrons;Pâtes;Non;Sauce tomate;4.99 €;A;130
Pâtes à l'arrabbiata;Plats préparés;Non;Tomates | Tomates cerises | Oignons | Basilic | Piments;Pâtes;Parmesan;Sauce tomate épicée;4.99 €;B;131
Nouilles aux légumes;Plats préparés;Non;Carottes | Brocoli | Courgettes | Oignons | Noisettes;Nouilles;Non;Sauce soja;4.99 €;B;132
Lasagne végétarienne aux légumes;Plats préparés;Non;Oignons | Courgettes | Carottes | Poivrons;Pâtes;Mozzarella;Sauce tomate;4.99 €;A;133
Plat préparé avec du filet de poulet, pâtes et légumes;Plats préparés;Poulet;Champignons | Tomates | Poivrons | Edamame | Petits pois;Pâtes;Non;Sauce tomate;4.99 €;A;134
Scampis au curry rouge et légumes au four;Plats préparés;Scampis;Butternut | Courgettes | Carottes | Poivrons | Oignons;Nouilles;Lait de coco;Sauce au curry;4.99 €;B;135
Pâtes aux légumes d'hiver;Plats préparés;Non;Butternut |  Petits pois | Poivrons | Courgettes | Tomates séchées;Pâtes;Parmesan;Huile d'olive;4.99 €;B;136
Plat préparé avec hamburger de boeuf et purée de patates douces;Plats préparés;Burger de boeuf;Haricots verts | Oignons;Purée de patates douces;Non;Sauce au vin;4.99 €;B;137
Pâtes au poulet et légumes grillés;Plats préparés;Poulet;Courgettes | Tomates cerises;Pâtes;Non;Huile d'olive;4.99 €;A;138
Poulet à la sauce tomate et au chou-fleur;Plats préparés;Poulet;Chou-fleur | Butternut | Tomates cerises | Oignons | Edamame;Non;Non;Sauce tomate;4.99 €;A;139
Pâtes au poulet et pesto;Plats préparés;Poulet;Courgettes | Épinards | Basilic;Pâtes;Parmesan;Sauce pesto;4.99 €;A;140
Riz avec viande de bœuf à la sauce tomate;Plats préparés;Bœuf;Champignons | Poivrons | Oignons;Riz;Non;Sauce tomate;4.99 €;A;141
Plat préparé avec du poulet, brocoli et purée de patates douces;Plats préparés;Poulet;Brocoli;Purée de patates douces;Non;Non;4.99 €;A;142
Nouilles au poulet et légumes;Plats préparés;Poulet | Oeufs;Poivrons | Carottes | Edamame | Haricots verts;Nouilles;Non;Sauce soja;4.99 €;A;143
Plat préparé avec du poulet, riz et brocoli;Plats préparés;Poulet;Brocoli;Riz;Non;Sauce tomate;4.99 €;B;144
Moussaka;Plats préparés;Viande hachée;Aubergines | Oignons;Pommes de terre;Lait;Sauce tomate;4.99 €;B;145
Gratin d'endives au jambon;Plats préparés;Jambon;Endives;Purée de pommes de terre;Fromage emmental;Sauce au fromage;4.99 €;C;146
Plat préparé à la viande hachée et épinards;Plats préparés;Viande hachée;Épinards | Oignons;Pommes de terre;Fromage emmental;Non;4.99 €;B;147
Plat préparé à la viande hachée, purée de pommes de terre et chou-fleur;Plats préparés;Viande hachée;Chou-fleur | Oignons;Purée de pommes de terre;Fromage emmental;Sauce tomate;4.99 €;C;148
Boulettes de viande à la sauce tomate;Plats préparés;Boulettes de viande;Oignons;Purée de pommes de terre;Non;Sauce tomate;4.99 €;B;149
Lasagne à la moussaka;Plats préparés;Viande hachée;Aubergines | Tomates | Oignons;Pommes de terre | Pâtes;Fromage emmental;Sauce au beurre | Sauce tomate;4.99 €;C;150
Waterzooi de poulet ;Plats préparés;Poulet;Poireaux | Carottes | Céleri;Pommes de terre;Non;Bouillon de légumes;4.99 €;A;151
Carbonnades de boeuf;Plats préparés;Bœuf;Oignons | Champignons;Pommes de terre;Non;Sauce à la bière;4.99 €;A;152
