name;category;protein;vegetables;starches;dairy_products;sauce;price;nutri_score;id
Hachis Parmentier;Plats préparés;Viande hachée;Poireaux | Épinards | Oignons | Endives | Chou-fleur;Purée de pommes de terre;Non;Sauce au beurre;4.99 €;C;153
Légumes à l'italienne;Plats préparés;Non;Tomates | Poivrons | Courgettes | Aubergines | Oignons | Basilic;Pommes de terre;Lait;Sauce tomate;4.99 €;B;154
Plat préparé avec des boulettes de viande et pommes de terre;Plats préparés;Boulettes de viande;Petits pois | Carottes | Chou-fleur | Oignons;Pommes de terre;Non;Non;4.99 €;B;155
Paella;Plats préparés;Poulet | Crevettes;Petits pois | Poivrons | Oignons | Haricots verts | Tomates;Riz;Non;Bouillon de légumes;4.99 €;B;156
Caillaud sauce au beurre;Plats préparés;Cabillaud;Brocoli | Tomates cerises | Poireaux | Oignons;Purée de pommes de terre;Non;Sauce au beurre;4.99 €;C;157
Plat préparé avec des saucisses et chou-fleur;Plats préparés;Saucisse;Chou-fleur;Pommes de terre;Fromage emmental;Non;4.99 €;B;158
Mix de poissons et purée de pommes de terre;Plats préparés;Saumon | Cabillaud | Crevettes;Tomates | Poireaux | Champignons | Oignons;Purée de pommes de terre;Non;Bouillon de légumes;4.99 €;A;159
Pâtes aux tomates et jambon italien;Plats préparés;Jambon italien;Champignons | Courgettes;Pâtes;Mozzarella;Sauce tomate;4.99 €;B;160
Saumon sauce au beurre;Plats préparés;Saumon;Poireaux | Oignons;Purée de pommes de terre;Non;Sauce au beurre;4.99 €;C;161
Boulettes de viande à la sauce provençale;Plats préparés;Boulettes de viande;Tomates | Poivrons | Oignons | Aubergines;Purée de pommes de terre;Non;Sauce tomate;4.99 €;C;162
Jambon sauce moutarde;Plats préparés;Jambon;Petits pois | Carottes | Oignons;Purée de pommes de terre;Non;Moutarde;4.99 €;B;163
Vol au vent;Plats préparés;Poulet;Champignons;Purée de pommes de terre;Non;Sauce bouillon;4.99 €;B;164
Poulet sauce à la bière;Plats préparés;Poulet;Chou-fleur;Pommes de terre;Non;Sauce à la bière;4.99 €;B;165
Pâtes aux boulettes de viande à la sauce tomate;Plats préparés;Boulettes de viande;Oignons;Pâtes;Non;Sauce tomate;4.99 €;B;166
Filet de poulet à l'italienne;Plats préparés;Poulet;Poivrons | Oignons | Aubergines | Courgettes | Basilic;Pâtes;Non;Sauce tomate;4.99 €;A;167
Pâtes au jambon et fromage;Plats préparés;Jambon;Non;Pâtes;Fromage emmental;Sauce au fromage;4.99 €;C;168
Lasagne;Plats préparés;Viande hachée;Épinards | Carottes | Oignons;Pâtes;Fromage emmental;Sauce tomate;4.99 €;B;169
Pâtes au saumon;Plats préparés;Saumon;Poireaux;Pâtes;Non;Sauce à la crème;4.99 €;C;170
Pâtes à la provençale;Plats préparés;Viande hachée;Tomates | Courgettes | Carottes | Poivrons | Oignons;Pâtes;Fromage emmental;Sauce tomate;4.99 €;B;171
Pâtes aux aubergines;Plats préparés;Non;Aubergines | Tomates | Carottes | Oignons;Pâtes;Fromage emmental;Sauce tomate;4.99 €;A;172
Tortellonis à la ricotta;Plats préparés;Non;Épinards;Pâtes;Ricotta | Mozzarella;Sauce tomate;4.99 €;C;173
Pâtes aux crevettes;Plats préparés;Crevettes;Courgettes | Tomates;Pâtes;Crème;Sauce tomate;4.99 €;B;174
Lasagne végétarienne mascarpone et ricotta;Plats préparés;Non;Tomates | Aubergines | Poivrons | Carottes;Pâtes;Ricotta | Mascarpone;Sauce tomate;4.99 €;C;175
Lasagnes au saumon;Plats préparés;Saumon;Épinards | Poireaux | Carottes;Pâtes;Ricotta | Fromage emmental;Sauce à la crème;4.99 €;C;176
Pâtes crémeuses au jambon et tomates;Plats préparés;Jambon;Tomates | Champignons;Pâtes;Mascarpone | Fromage emmental;Sauce à la crème;4.99 €;C;177
Lasagne poulet et mascarpone;Plats préparés;Poulet;Tomates | Champignons;Pâtes;Mascarpone | Fromage emmental;Sauce tomate;4.99 €;C;178
Pâtes au poulet et mascarpone;Plats préparés;Poulet;Tomates;Pâtes;Mascarpone | Fromage emmental;Sauce tomate;4.99 €;C;179
Lasagne végétarienne bolognaise;Plats préparés;Viande végétarienne;Tomates | Chou-fleur | Champignons | Courgettes | Poivrons;Pâtes;Fromage emmental;Sauce au beurre | Sauce tomate;4.99 €;C;180
Cannelloni à la bolognaise;Plats préparés;Viande hachée;Tomates | Oignons | Carottes | Poivrons;Pâtes;Fromage emmental;Sauce tomate;4.99 €;C;181
Cannellonis ricotta et épinards;Plats préparés;Non;Épinards | Tomates | Oignons;Pâtes;Ricotta | Fromage emmental;Sauce tomate;4.99 €;C;182
Lasagne bolognaise;Plats préparés;Viande hachée;Tomates | Carottes;Pâtes;Fromage emmental;Sauce au beurre | Sauce tomate;4.99 €;C;183
Pâtes bolognaise;Plats préparés;Viande hachée;Carottes | Oignons;Pâtes;Fromage emmental;Sauce tomate;4.99 €;B;184
Lasagne sauce tomate ;Plats préparés;Viande hachée;Oignons | Carottes | Courgettes;Pâtes;Fromage emmental;Sauce tomate;4.99 €;A;185
Pâtes à carbonara;Plats préparés;Bacon;Non;Pâtes;Fromage emmental;Sauce à la crème;4.99 €;C;186
Lasagne bolognaise au blé complet ;Plats préparés;Viande hachée;Tomates | Carottes | Oignons | Courgettes;Pâtes;Fromage emmental;Sauce au beurre | Sauce tomate;4.99 €;B;187
Wrap tomate et mozzarella;Wraps;Non;Tomates | Roquette | Tomates séchées;Wrap;Mozzarella;Vinaigrette;4.99 €;B;188
Wrap tomate, mozzarella et pesto ;Wraps;Non;Roquette | Tomates | Épinards | Basilic;Wrap;Mozzarella;Sauce pesto;4.99 €;B;189
Wrap au thon ;Wraps;Thon | Oeufs;Laitue | Oignons | Olives;Wrap;Non;Vinaigrette;4.99 €;B;190
Wrap poulet césar ;Wraps;Poulet;Laitue | Tomates | Endives;Wrap;Parmesan;Vinaigrette;4.99 €;B;191
Wrap au saumon ;Wraps;Saumon | Oeufs;Laitue | Concombre;Wrap;Non;Vinaigrette;4.99 €;C;192
Wrap au poulet tex mex ;Wraps;Poulet pané croustillant;Laitue | Carottes | Chou | Maïs | Poivrons;Wrap;Gouda;Sauce tomate;4.99 €;C;193
Wrap poulet tandoori;Wraps;Poulet;Carottes | Épinards | Tomates | Piments;Wrap;Fromage de chèvre;Vinaigrette orientale;4.99 €;B;194
Wrap BLT ;Wraps;Bacon;Laitue | Tomates | Endives;Wrap;Cream cheese ;Vinaigrette;4.99 €;C;195
Wrap poulet pesto ;Wraps;Poulet;Laitue | Tomates séchées;Wrap;Non;Sauce pesto;4.99 €;B;196
Wrap aux falafels ;Wraps;Falafels;Carottes | Épinards;Wrap;Non;Houmous;4.99 €;A;197
Wrap tomate et feta ;Wraps;Non;Laitue | Tomates | Tomates séchées | Basilic;Wrap;Feta;Vinaigrette;4.99 €;C;198
Wrap au poulet et piment doux;Wraps;Poulet;Chou | Maïs | Poivrons | Piments;Wrap;Non;Sauce épicée;4.99 €;B;199
Wrap thon épicé ;Wraps;Thon;Chou | Poivrons | Oignons;Wrap;Non;Sauce épicée;4.99 €;B;200
Wrap au couscous et cream cheese ;Wraps;Non;Tomates | Poivrons | Chou | Oignons;Wrap | Couscous;Cream cheese ;Sauce tomate;4.99 €;C;201
Wrap au saumon et cream cheese ;Wraps;Saumon;Laitue | Carottes;Wrap;Cream cheese ;Non;4.99 €;B;202
Wrap jambon et cheddar ;Wraps;Jambon;Laitue | Tomates;Wrap;Cheddar;Sauce hamburger;4.99 €;B;203
Wrap jambon et Tzatziki ;Wraps;Jambon;Laitue | Concombre;Wrap;Non;Sauce yaourt;4.99 €;B;204
Wrap au thon et tomates séchées;Wraps;Thon;Laitue | Tomates séchées | Tomates | Carottes;Wrap;Non;Sauce yaourt;4.99 €;A;205
Wrap au fromage de chèvre et tomates séchées;Wraps;Non;Laitue | Tomates séchées | Concombre | Poivrons;Wrap;Fromage de chèvre;Sauce yaourt;4.99 €;B;206
Wrap au bacon et œufs ;Wraps;Bacon | Oeufs;Laitue | Tomates | Tomates séchées;Wrap;Non;Vinaigrette;4.99 €;B;207
Wrap jambon et fromage ;Wraps;Jambon;Laitue | Tomates;Wrap;Fromage emmental;Mayonnaise;4.99 €;B;208
Wrap au poulet façon Fajitas;Wraps;Poulet;Laitue | Tomates | Poivrons | Oignons;Wrap;Cheddar;Sauce tomate;4.99 €;B;209
Wrap master poulet ;Wraps;Poulet pané croustillant;Laitue | Tomates;Wrap | Galette de pomme de terre ;Cheddar;Sauce hamburger;4.99 €;C;210
Wrap master poulet épicé ;Wraps;Poulet pané croustillant;Laitue | Tomates;Wrap | Galette de pomme de terre ;Cheddar;Sauce épicée;4.99 €;C;211
Wrap végétarien ;Wraps;Viande végétarienne;Laitue | Tomates;Wrap | Galette de pomme de terre ;Cheddar;Mayonnaise;4.99 €;B;212
Wrap au poulet croustillant et bacon ;Wraps;Poulet pané croustillant | Bacon;Laitue | Tomates;Wrap;Cheddar;Sauce hamburger;4.99 €;C;213
Wrap au poulet ;Wraps;Poulet;Laitue | Tomates;Wrap;Non;Mayonnaise;4.99 €;B;214
Wrap au poulet pané croustillant et moutarde;Wraps;Poulet pané croustillant;Carottes | Maïs | Oignons frits;Wrap;Cheddar;Moutarde;4.99 €;C;215
Wrap au poulet, cheddar et moutarde ;Wraps;Poulet;Laitue | Tomates | Carottes;Wrap;Cheddar;Moutarde;4.99 €;B;216
Wrap aux légumes façon fajita;Wraps;Non;Poivrons | Maïs | Oignons;Wrap;Cheddar;Sauce épicée;4.99 €;C;217
Wrap au poulet, épinards et sauce curry;Wraps;Poulet;Épinards | Poivrons | Carottes | Raisins secs;Wrap;Non;Sauce au curry;4.99 €;B;218
Wrap au jambon et fromage de chèvre ;Wraps;Jambon;Laitue;Wrap;Fromage de chèvre;Sauce yaourt;4.99 €;C;219
Wrap au fromage de chèvre et moutarde ;Wraps;Non;Oignons frits | Tomates | Maïs;Wrap;Fromage de chèvre;Moutarde;4.99 €;C;220
Wrap au poulet et guacamole ;Wraps;Poulet;Avocat | Maïs | Tomates | Poivrons | Oignons;Wrap;Non;Non;4.99 €;A;221
The hamburger;Snacks et hamburgers;Burger de boeuf;Oignons | Cornichons;Pain hamburger;Non;Moutarde | Ketchup;4.99 €;C;222
Le Big hamburger;Snacks et hamburgers;Burger de boeuf;Laitue | Oignons | Cornichons;Pain hamburger;Cheddar;Sauce hamburger;4.99 €;C;223
Le Fish Burger ;Snacks et hamburgers;Burger de poisson;Non;Pain hamburger;Non;Ketchup;4.99 €;B;224
Le Fish Burger mayonnaise ;Snacks et hamburgers;Burger de poisson;Non;Pain hamburger;Non;Mayonnaise;4.99 €;B;225
Le Fish Burger au fromage;Snacks et hamburgers;Burger de poisson;Non;Pain hamburger;Cheddar;Sauce hamburger;4.99 €;C;226
Le savoureux Fish Burger;Snacks et hamburgers;Burger de poisson;Laitue | Tomates;Pain hamburger;Cheddar;Sauce hamburger | Ketchup;4.99 €;C;227
Le royal de luxe burger;Snacks et hamburgers;Burger de boeuf;Laitue | Tomates | Oignons;Pain hamburger;Cheddar;Moutarde;4.99 €;C;228
Le royal burger au bacon;Snacks et hamburgers;Burger de boeuf | Bacon;Oignons | Cornichons;Pain hamburger;Cheddar;Moutarde | Ketchup;4.99 €;D;229
Le royal burger au fromage;Snacks et hamburgers;Burger de boeuf;Oignons | Cornichons;Pain hamburger;Cheddar;Moutarde | Ketchup;4.99 €;D;230
Le savoureux burger;Snacks et hamburgers;Burger de boeuf;Laitue | Tomates | Oignons;Pain hamburger;Fromage emmental;Sauce hamburger;4.99 €;D;231
Le hamburger original;Snacks et hamburgers;Burger de boeuf;Laitue | Tomates;Pain hamburger;Cheddar;Sauce hamburger | Ketchup;4.99 €;C;232
Le burger barbecue ;Snacks et hamburgers;Burger de boeuf | Bacon;Oignons frits | Cornichons;Pain hamburger;Cheddar;Sauce barbecue;4.99 €;D;233
Le hamburger français;Snacks et hamburgers;Burger de boeuf;Tomates | Oignons;Baguette française;Fromage emmental;Sauce hamburger | Ketchup;4.99 €;D;234
Le simple chicken burger;Snacks et hamburgers;Poulet;Laitue;Pain hamburger;Non;Sauce hamburger;4.99 €;B;235
Le original chicken burger ;Snacks et hamburgers;Poulet pané croustillant;Laitue;Pain hamburger;Cheddar;Sauce hamburger;4.99 €;D;236
Le crunchy  burger;Snacks et hamburgers;Poulet pané croustillant;Non;Pain hamburger;Cheddar;Sauce hamburger;4.99 €;C;237
Le burger poulet et bacon;Snacks et hamburgers;Poulet pané croustillant | Bacon;Oignons frits;Pain hamburger;Cheddar;Sauce barbecue;4.99 €;D;238
Le burger végétarien;Snacks et hamburgers;Viande végétarienne;Laitue;Pain hamburger;Cheddar;Sauce hamburger;4.99 €;D;239
Le burger de poulet et de bacon original;Snacks et hamburgers;Poulet pané croustillant | Bacon;Laitue;Pain hamburger;Cheddar;Sauce hamburger;4.99 €;D;240
Le burger spicy tower  ;Snacks et hamburgers;Poulet pané croustillant;Non;Pain hamburger | Galette de pomme de terre ;Cheddar;Sauce épicée;4.99 €;D;241
Le savoureux burger de poulet;Snacks et hamburgers;Poulet pané croustillant;Roquette | Tomates | Oignons;Pain hamburger;Fromage emmental;Sauce hamburger;4.99 €;D;242
Le savoureux burger de poulet et bacon;Snacks et hamburgers;Poulet pané croustillant | Bacon;Roquette | Tomates | Oignons;Pain hamburger;Fromage emmental;Sauce hamburger;4.99 €;D;243
Le croque monsieur;Snacks et hamburgers;Jambon;Non;Pain hamburger;Fromage emmental;Non;4.99 €;D;244
Muffin œuf et cheddar;Snacks et hamburgers;Oeufs;Non;Pain hamburger;Cheddar;Non;4.99 €;B;245
Muffin œuf, bacon et cheddar;Snacks et hamburgers;Bacon | Oeufs;Non;Pain hamburger;Cheddar;Non;4.99 €;C;246
Hot-dog;Snacks et hamburgers;Saucisse;Non;Baguette française;Non;Moutarde | Ketchup;4.99 €;D;247
Frites façon burger ;Snacks et hamburgers;Viande hachée;Tomates | Oignons;Pommes de terre;Mozzarella;Sauce hamburger;4.99 €;D;248
Frites épicées;Snacks et hamburgers;Pepperoni;Oignons;Pommes de terre;Mozzarella;Sauce harissa;4.99 €;D;249
Frites au cheddar;Snacks et hamburgers;Non;Oignons frits;Pommes de terre;Cheddar;Non;4.99 €;C;250
Frites barbecue ;Snacks et hamburgers;Viande hachée | Bacon;Non;Pommes de terre;Mozzarella;Sauce barbecue;4.99 €;D;251
Frites;Snacks et hamburgers;Non;Non;Pommes de terre;Non;Non;4.99 €;C;252
Potatoes;Snacks et hamburgers;Non;Non;Pommes de terre;Non;Mayonnaise | Ketchup;4.99 €;C;253
Morceaux de poulet croustillant;Snacks et hamburgers;Poulet pané croustillant;Non;Non;Non;Mayonnaise | Ketchup | Sauce hamburger;4.99 €;D;254
Ailes de poulet;Snacks et hamburgers;Poulet;Non;Non;Non;Mayonnaise | Ketchup | Sauce hamburger;4.99 €;C;255
Ailes de poulet épicées;Snacks et hamburgers;Poulet;Non;Non;Non;Sauce harissa;4.99 €;D;256
Ailes de poulet au miel;Snacks et hamburgers;Poulet;Non;Non;Non;Miel;4.99 €;D;257
Ailes de poulet sauce barbecue ;Snacks et hamburgers;Poulet;Non;Non;Non;Sauce barbecue;4.99 €;D;258
Pizza hot-dog ;Snacks et hamburgers;Saucisse;Non;Pâte à pizza;Mozzarella;Ketchup;4.99 €;C;259
Pizza hot-dog cheddar et oignons frits;Snacks et hamburgers;Saucisse;Oignons frits;Pâte à pizza;Cheddar;Ketchup;4.99 €;C;260
Pain au fromage;Snacks et hamburgers;Non;Non;Pâte à pizza;Mozzarella | Gouda | Fromage emmental;Non;4.99 €;D;261
Croquettes de fromage;Snacks et hamburgers;Non;Non;Non;Gouda;Non;4.99 €;E;262
Sandwich au fromage fitness;Sandwichs;Non;Laitue | Carottes | Concombre;Baguette française fitness;Gouda;Moutarde;4.99 €;C;263
Sandwich au jambon fitness;Sandwichs;Jambon;Laitue | Concombre;Baguette française fitness;Non;Vinaigrette;4.99 €;B;264
Club sandwich;Sandwichs;Jambon | Oeufs;Laitue | Tomates;Baguette française;Gouda;Mayonnaise;4.99 €;C;265
Sandwich tomate et mozzarella fitness;Sandwichs;Non;Laitue | Tomates séchées;Baguette française fitness;Mozzarella;Vinaigrette;4.99 €;C;266
Sandwich au poulet curry;Sandwichs;Poulet;Laitue | Carottes;Baguette française;Non;Sauce au curry;4.99 €;B;267
Sandwich au jambon et pepperoni;Sandwichs;Jambon | Pepperoni;Laitue;Baguette française;Non;Mayonnaise;4.99 €;C;268
Sandwich au poulet;Sandwichs;Poulet;Laitue | Tomates;Baguette française;Non;Mayonnaise;4.99 €;C;269
Sandwich au jambon et fromage;Sandwichs;Jambon;Non;Baguette française;Fromage emmental;Mayonnaise;4.99 €;C;270
Sandwich au thon et cream cheese ;Sandwichs;Thon;Non;Baguette française;Cream cheese ;Non;4.99 €;C;271
Sandwich au poulet et fromage;Sandwichs;Poulet;Non;Baguette française;Fromage emmental;Mayonnaise;4.99 €;C;272
Sandwich au poulet et oeufs;Sandwichs;Poulet | Oeufs;Laitue;Baguette française;Non;Mayonnaise;4.99 €;B;273
Sandwich au thon, oeufs et sauce cocktail;Sandwichs;Thon | Oeufs;Laitue;Baguette française;Non;Sauce cocktail;4.99 €;B;274
Sandwich au jambon et cheddar;Sandwichs;Jambon;Laitue;Baguette française;Cheddar;Sauce hamburger;4.99 €;C;275
Sandwich au jambon, fromage et beurre;Sandwichs;Jambon;Non;Baguette française;Fromage emmental | Beurre;Non;4.99 €;D;276
Sandwich au saumon et cream cheese ;Sandwichs;Saumon;Concombre;Baguette française;Cream cheese ;Sauce yaourt;4.99 €;D;277
Sandwich au thon et tomates séchées;Sandwichs;Thon;Tomates séchées;Baguette française fitness;Non;Mayonnaise;4.99 €;B;278
Sandwich au thon et oeufs;Sandwichs;Thon | Oeufs;Tomates;Baguette française;Non;Mayonnaise;4.99 €;B;279
Sandwich au boeuf et fromage;Sandwichs;Bœuf;Laitue | Tomates;Baguette française;Cheddar;Sauce barbecue;4.99 €;B;280
Sandwich steakhouse;Sandwichs;Burger de boeuf;Laitue | Tomates | Oignons;Baguette française;Mozzarella;Sauce barbecue;4.99 €;B;281
Sandwich au pastrami de boeuf;Sandwichs;Bœuf;Laitue | Tomates | Cornichons;Baguette française fitness;Cheddar;Moutarde;4.99 €;B;282
Sandwich à la viande végétarienne;Sandwichs;Viande végétarienne;Laitue | Tomates | Poivrons | Oignons;Baguette française fitness;Non;Vinaigrette;4.99 €;A;283
Sandwich aux légumes;Sandwichs;Non;Laitue | Tomates | Concombre | Poivrons | Oignons;Baguette française;Non;Non;4.99 €;B;284
Le sandwich JPM;Sandwichs;Jambon | Pepperoni;Laitue | Tomates | Oignons;Baguette française;Mozzarella;Sauce hamburger;4.99 €;D;285
Le sandwich mix;Sandwichs;Jambon | Poulet | Bacon;Laitue | Tomates | Oignons;Baguette française;Cheddar;Sauce barbecue;4.99 €;B;286
Sandwich au thon;Sandwichs;Thon;Tomates | Concombre;Baguette française;Non;Mayonnaise;4.99 €;B;287
Le sandwich mexicain fitness;Sandwichs;Poulet;Laitue | Tomates | Avocat | Maïs | Poivrons | Oignons | Concombre;Baguette française fitness;Cheddar;Non;4.99 €;A;288
Sandwich super pastrami;Sandwichs;Bœuf | Poulet;Laitue | Tomates | Oignons | Cornichons;Baguette française;Fromage emmental;Moutarde;4.99 €;B;289
Sandwich au jambon et oeufs;Sandwichs;Jambon | Oeufs;Laitue;Baguette française;Non;Sauce hamburger;4.99 €;B;290
Sandwich au fromage de chèvre et tomates séchées;Sandwichs;Non;Laitue | Tomates séchées;Baguette française;Fromage de chèvre;Non;4.99 €;B;291
Sandwich au bacon et au fromage emmental;Sandwichs;Bacon;Laitue | Tomates;Baguette française;Fromage emmental;Mayonnaise;4.99 €;C;292
Sandwich à la feta;Sandwichs;Non;Laitue | Tomates | Concombre | Olives;Baguette française;Cream cheese  | Feta;Non;4.99 €;C;293
Sandwich au poulet et pommes;Sandwichs;Poulet;Laitue | Pommes;Baguette française;Cream cheese ;Non;4.99 €;B;294
Sandwich au concombre;Sandwichs;Non;Concombre;Baguette française;Cream cheese ;Non;4.99 €;C;295
Sandwich aux oeufs;Sandwichs;Oeufs;Laitue | Carottes | Chou;Baguette française fitness;Non;Mayonnaise;4.99 €;B;296
Sandwich italien;Sandwichs;Jambon italien;Roquette;Baguette française;Mozzarella | Beurre;Huile d'olive;4.99 €;E;297
Sandwich au fromage de chèvre crémeux;Sandwichs;Non;Roquette | Concombre | Tomates séchées;Baguette française;Fromage de chèvre | Cream cheese ;Non;4.99 €;B;298
Sandwich au saumon;Sandwichs;Saumon;Laitue | Concombre | Oignons;Baguette française fitness;Cream cheese ;Non;4.99 €;C;299
Sandwich au bœuf;Sandwichs;Bœuf;Laitue | Tomates;Baguette française;Non;Mayonnaise | Moutarde;4.99 €;B;300
Sandwich au saucisson;Sandwichs;Saucisson;Cornichons;Baguette française;Beurre;Non;4.99 €;E;301
Sandwich au poulet et ananas;Sandwichs;Poulet;Laitue | Ananas | Poivrons;Baguette française;Non;Mayonnaise;4.99 €;B;302
Sandwich aux légumes rôtis;Sandwichs;Non;Roquette | Aubergines | Poivrons | Tomates | Courgettes | Basilic;Baguette française fitness;Non;Huile d'olive;4.99 €;A;303
Sandwich au jambon italien;Sandwichs;Jambon italien;Non;Baguette française;Beurre;Non;4.99 €;E;304
Sandwich au saucisson fitness ;Sandwichs;Saucisson;Cornichons;Baguette française fitness;Beurre;Non;4.99 €;E;305
Sandwich au bœuf et cream cheese ;Sandwichs;Bœuf;Laitue | Oignons;Baguette française;Cream cheese ;Non;4.99 €;B;306
